userID,itemID,item_bought_next_28_days
19131,20710,0.0
39568,6369,0.0
3102,13675,0.0
39206,7311,1.0
39261,20403,0.0
37138,21930,0.0
30211,3039,0.0
26803,23050,0.0
26948,2476,0.0
27800,14291,0.0
31806,24152,0.0
11344,29657,0.0
24661,25686,0.0
35245,6545,0.0
4259,26404,0.0
28606,29657,0.0
23374,8232,0.0
18626,28749,0.0
24464,21240,0.0
17601,30546,0.0
2372,18644,0.0
25802,23610,0.0
45446,12063,0.0
3883,29463,0.0
25378,24615,0.0
43569,31619,0.0
29395,19753,0.0
17835,24175,0.0
21753,10792,1.0
11532,4899,1.0
19311,32197,1.0
31503,29369,0.0
40542,25152,1.0
34048,11024,0.0
10692,8615,0.0
38866,6876,0.0
21777,25677,0.0
40401,23582,0.0
8661,24763,0.0
38017,18630,0.0
24930,14005,0.0
14383,4409,1.0
27590,12451,1.0
26481,18630,0.0
23153,4665,0.0
20758,7428,0.0
24848,12773,0.0
7877,24866,0.0
27180,6881,1.0
19599,13228,0.0
37672,27459,0.0
13213,3656,0.0
6131,19767,0.0
42246,7137,0.0
40530,2635,1.0
32295,31812,0.0
20321,4280,1.0
2020,19677,1.0
36928,28785,0.0
13044,8303,0.0
11471,6909,0.0
36430,3805,0.0
45666,12528,0.0
13743,19043,0.0
26369,30362,1.0
10151,28807,0.0
33839,17419,0.0
27642,25838,1.0
12155,27433,1.0
7427,19152,0.0
42270,2748,0.0
23694,22474,0.0
5370,24299,0.0
32048,3039,0.0
10136,11878,0.0
5393,19448,0.0
12233,23029,0.0
29043,16666,0.0
32041,11009,0.0
15845,26346,0.0
42593,14815,0.0
17618,17562,0.0
31305,9058,0.0
32858,10229,0.0
9907,1970,0.0
43833,6590,0.0
16486,21142,0.0
14560,28531,0.0
31727,31812,0.0
18705,19267,0.0
30034,20562,1.0
15250,20583,1.0
32866,23769,0.0
7882,395,0.0
36296,3438,0.0
18488,11251,0.0
37233,21690,0.0
8702,24299,1.0
472,8772,0.0
33890,29146,0.0
2482,10376,0.0
42281,18395,1.0
37736,28378,1.0
2336,30734,0.0
39236,11198,0.0
799,26886,0.0
7728,25167,0.0
22425,29369,0.0
23468,2623,0.0
41740,7503,0.0
41866,17658,0.0
5285,30133,1.0
30035,20515,1.0
7313,30981,0.0
39969,11130,0.0
23560,7146,1.0
30797,32320,0.0
27774,31679,1.0
19833,18610,1.0
26772,1932,1.0
25340,15299,1.0
25810,3834,1.0
20499,30173,0.0
20120,13027,0.0
11917,14467,0.0
26351,91,0.0
26741,3659,0.0
2087,25706,0.0
39850,11898,0.0
41684,24673,0.0
36057,5697,0.0
9459,21807,0.0
21696,19043,0.0
9131,13973,1.0
42460,18630,0.0
16404,29995,0.0
11328,6553,1.0
7163,32428,0.0
18509,14815,0.0
42207,1970,1.0
24394,27990,0.0
22950,392,1.0
42300,24539,0.0
43786,4832,0.0
9696,26381,0.0
17021,2068,0.0
29749,17089,0.0
6539,10782,0.0
12011,18630,0.0
29856,20286,0.0
26864,30781,0.0
17046,12409,0.0
21930,1732,0.0
2928,32349,0.0
25179,29728,0.0
37945,26196,1.0
45539,8065,0.0
43915,19468,1.0
32788,29345,0.0
23267,4637,0.0
10676,30271,0.0
21969,29657,0.0
15992,2627,0.0
31215,7976,1.0
35754,17076,0.0
39749,1294,0.0
26357,22757,0.0
17711,10961,0.0
33885,20131,0.0
16535,16563,0.0
32942,32170,0.0
45097,27432,0.0
1724,27686,0.0
8479,28255,0.0
1135,31459,0.0
8174,15423,1.0
31766,26017,0.0
26173,14258,0.0
33288,18630,1.0
5026,18150,0.0
35223,13330,1.0
12462,8055,0.0
31610,13791,0.0
15303,13228,0.0
45174,26128,0.0
15908,13791,0.0
28141,25422,0.0
41911,23478,0.0
35391,17785,0.0
44490,20131,1.0
30135,20553,0.0
28966,22506,1.0
19033,16188,1.0
22182,31581,0.0
2198,16059,0.0
9847,19229,0.0
23300,52,0.0
43468,31029,0.0
33075,24975,0.0
4026,14495,1.0
36377,6923,0.0
37497,11124,0.0
28290,29657,0.0
42528,29728,0.0
7708,21280,0.0
44725,1726,0.0
21409,4603,1.0
10006,2104,1.0
2995,5730,0.0
5919,11188,0.0
5938,6227,0.0
38137,21369,0.0
2133,26660,0.0
32657,4493,0.0
2954,4312,0.0
29932,26154,0.0
6242,4091,0.0
8968,4402,0.0
499,5646,0.0
32517,29657,0.0
42079,31392,0.0
31106,3533,1.0
30711,5302,1.0
34053,15445,0.0
13479,32204,0.0
45704,6095,0.0
2965,17968,1.0
44238,20131,0.0
37629,20628,0.0
28521,15666,1.0
35723,18630,0.0
10487,31702,0.0
18127,11188,1.0
29613,16013,0.0
5327,7385,0.0
26336,28573,0.0
26333,4533,0.0
9607,17314,0.0
3385,11970,0.0
41298,14424,0.0
38526,8935,1.0
24819,8385,0.0
40234,26503,0.0
38904,20343,0.0
5224,7436,0.0
22409,21343,0.0
1007,20628,0.0
43139,15361,0.0
22408,3501,0.0
21930,11088,0.0
5891,13365,1.0
9310,28004,0.0
11273,5464,0.0
4518,14606,1.0
11986,19359,0.0
27621,15558,0.0
29619,1398,0.0
46025,29070,0.0
39045,12251,0.0
35616,11630,1.0
4463,9205,0.0
8662,30918,0.0
21878,3423,0.0
42041,20929,1.0
43408,18955,0.0
3511,21319,0.0
20761,12733,0.0
34908,4085,0.0
45304,2935,0.0
45259,10392,0.0
23410,5920,0.0
4528,19932,0.0
36859,31597,1.0
35547,2684,0.0
2256,5594,0.0
33228,15661,1.0
1901,31209,0.0
1794,18815,0.0
45874,8546,0.0
12284,25500,0.0
45913,8106,1.0
38230,9934,1.0
25561,29657,0.0
13111,25958,0.0
7889,24236,1.0
5805,2627,1.0
23342,21702,0.0
31218,4832,0.0
17139,23486,0.0
17711,7152,0.0
9771,5730,0.0
43161,26886,0.0
375,32204,1.0
6209,23050,0.0
8083,1748,1.0
26750,9906,0.0
31857,18630,0.0
20691,1987,0.0
24844,10440,0.0
37036,22530,0.0
30369,10136,0.0
12262,31849,0.0
12668,20233,0.0
37486,27687,0.0
25413,26424,0.0
24646,18476,0.0
26589,29534,1.0
44543,19043,0.0
24238,31392,1.0
5073,30537,0.0
20516,25708,1.0
12212,2165,0.0
30063,7360,0.0
33413,15530,0.0
41333,18630,0.0
31683,30776,0.0
11848,13027,0.0
27263,1322,0.0
23213,18630,0.0
17969,14424,0.0
16477,15173,0.0
23297,24382,0.0
44542,1970,0.0
17765,9185,0.0
14346,27947,1.0
31266,11294,0.0
22478,28314,1.0
21492,2460,0.0
25069,21372,0.0
35668,5938,1.0
8686,15173,0.0
454,31073,0.0
13012,11124,0.0
3222,395,0.0
7162,6191,0.0
18298,19382,0.0
8243,18630,0.0
27428,21422,0.0
17278,14199,1.0
41052,13500,0.0
4589,7602,1.0
1472,18630,0.0
1492,7428,1.0
27579,2877,0.0
21647,8927,0.0
32183,25926,1.0
15346,23582,0.0
28607,17804,1.0
33384,7190,0.0
31215,12354,0.0
37648,11048,0.0
26696,20443,0.0
4807,1239,0.0
43737,4040,1.0
29749,10246,0.0
9022,4093,0.0
16571,27683,0.0
9722,29433,1.0
39114,10393,0.0
1304,21961,1.0
16219,19976,0.0
30959,12520,0.0
36426,637,0.0
11446,28709,1.0
44761,29657,0.0
11675,15125,0.0
6325,1964,0.0
15257,18255,1.0
29635,5464,0.0
27269,26859,0.0
40,7976,0.0
6232,9541,0.0
14961,22975,0.0
4362,23582,0.0
11550,18460,0.0
18348,20074,0.0
28753,9836,0.0
21717,2067,0.0
35200,25050,0.0
22196,16294,0.0
28143,8445,0.0
20036,17256,1.0
20601,23393,1.0
38490,12494,0.0
3000,15036,0.0
42477,27360,0.0
7941,23475,0.0
8946,2517,0.0
36858,11699,0.0
29903,11728,0.0
21664,26381,1.0
29778,5682,0.0
8757,24373,0.0
35678,4456,0.0
25010,22950,0.0
16053,27499,0.0
26377,34,0.0
39681,15667,0.0
22861,18630,0.0
7743,6154,1.0
33468,29657,1.0
24357,19281,0.0
12701,14676,1.0
3155,11188,0.0
20728,16059,0.0
1459,31430,0.0
9335,9378,0.0
13769,7391,0.0
19965,17560,0.0
18105,31702,0.0
35654,1398,0.0
11571,3985,1.0
37507,32339,0.0
31803,20131,0.0
1859,14846,0.0
17857,11878,0.0
1055,24954,0.0
16756,20331,0.0
25145,2291,0.0
10708,25716,0.0
16349,11710,0.0
16900,31683,0.0
8898,32346,0.0
4283,3257,0.0
23748,11307,1.0
25577,31632,1.0
27637,15445,0.0
44177,656,1.0
37410,25663,0.0
20054,5923,0.0
787,23621,0.0
29005,30676,0.0
33273,13676,0.0
28529,28222,0.0
4608,6909,0.0
13564,11009,0.0
13829,18325,0.0
6859,14642,0.0
31986,29657,0.0
18417,28411,0.0
28009,1423,0.0
22694,20131,0.0
45594,11199,0.0
37363,24168,0.0
14732,19422,0.0
26484,14323,0.0
11448,31248,0.0
16564,11349,0.0
20486,27866,0.0
13136,29520,0.0
5471,7520,0.0
13379,29657,0.0
23717,30358,0.0
7367,30520,0.0
35323,20467,0.0
35127,14424,0.0
7209,23361,0.0
11868,1405,1.0
32028,2105,0.0
6403,26413,0.0
7462,20968,0.0
23981,25158,0.0
18493,17489,0.0
22069,31459,0.0
13147,31671,0.0
17992,4193,0.0
28550,18615,0.0
16337,9102,0.0
15834,20638,0.0
29720,20572,1.0
43067,7997,0.0
20131,16017,0.0
9311,11492,1.0
5247,18630,0.0
21411,875,0.0
27422,32722,0.0
5012,395,0.0
5293,14073,0.0
26665,2277,0.0
16832,445,0.0
35031,26804,1.0
7544,425,0.0
27163,29794,0.0
37296,5349,0.0
1061,31877,0.0
22916,27936,0.0
20269,11617,0.0
24214,20131,0.0
17778,882,0.0
27302,11535,0.0
18141,26645,0.0
26372,32054,0.0
45905,19568,0.0
31483,11434,0.0
24128,1290,0.0
45681,6731,1.0
34024,19932,0.0
21666,13910,0.0
28019,5085,1.0
44532,20300,0.0
25534,28715,0.0
41633,1782,0.0
30315,30984,0.0
2888,23294,1.0
15095,1732,0.0
4667,28715,0.0
28198,32047,1.0
14227,31812,1.0
25513,20131,0.0
41648,1841,0.0
42756,7032,0.0
41693,17089,0.0
23030,21761,0.0
1906,2991,0.0
28750,20436,0.0
22889,20924,0.0
37493,4879,0.0
44033,14644,1.0
14493,26836,0.0
22713,20594,0.0
22228,6556,1.0
24732,26288,1.0
20242,20075,0.0
26843,23639,0.0
36915,20515,0.0
16283,18630,0.0
39444,28601,0.0
20544,12202,0.0
22887,20929,0.0
40414,15701,0.0
44912,219,0.0
27279,4935,1.0
27916,9315,0.0
16899,26332,0.0
36625,22982,0.0
44512,10997,0.0
31942,24763,0.0
2812,30362,1.0
23153,14776,0.0
44825,1782,0.0
39291,27132,0.0
40133,16972,0.0
1453,18954,0.0
23423,22978,0.0
40340,28664,0.0
28040,6112,0.0
12187,31157,0.0
36915,31888,0.0
22295,18586,0.0
35492,1489,0.0
40510,16433,0.0
15252,28827,0.0
20317,8758,0.0
30895,17198,0.0
29211,4981,0.0
153,26468,0.0
20598,30511,0.0
42396,5779,1.0
27862,27734,0.0
36433,8705,0.0
6426,6112,0.0
240,12993,0.0
23159,15971,0.0
17062,31083,0.0
23897,24979,0.0
30736,20924,0.0
2195,25373,0.0
11825,11251,1.0
30122,21240,0.0
44839,22454,0.0
28282,23337,0.0
22928,19382,0.0
28605,20146,0.0
16319,16468,1.0
25331,29657,0.0
6373,20233,1.0
30139,22417,0.0
2878,13459,0.0
5905,11337,0.0
9989,17386,0.0
31367,31392,0.0
31192,16483,0.0
32649,5349,0.0
21076,22978,0.0
32957,26043,0.0
13014,28318,0.0
12918,3712,1.0
20641,29657,0.0
23986,7021,0.0
27323,28919,0.0
32094,14782,0.0
5785,637,0.0
44243,7158,0.0
2324,1284,0.0
24217,15004,0.0
37976,29041,0.0
41762,20131,0.0
5681,2807,0.0
18708,19032,0.0
45849,6126,0.0
373,24395,0.0
11728,20028,0.0
45229,24763,0.0
34574,3027,0.0
44439,11203,0.0
41354,26387,0.0
8676,10160,0.0
725,17958,0.0
3937,13270,1.0
35573,22339,0.0
38946,3039,0.0
39453,14911,0.0
10920,19043,0.0
25248,7894,0.0
7571,29657,0.0
22062,13367,0.0
21579,29657,0.0
17002,24763,0.0
33010,2627,1.0
45062,14859,1.0
2675,32609,1.0
41256,16971,0.0
27045,6890,0.0
12687,16369,0.0
15973,18192,1.0
4742,24623,0.0
35301,7627,1.0
34181,4600,0.0
16882,23564,0.0
25174,967,0.0
21273,5387,0.0
39179,3837,1.0
873,29821,0.0
12372,26645,0.0
27371,27425,0.0
15870,24918,0.0
16173,24190,0.0
26466,16503,0.0
13260,17458,0.0
28567,24382,0.0
15199,18630,0.0
6496,2627,0.0
27950,11513,0.0
33935,31405,1.0
35742,4323,0.0
31145,7318,0.0
19414,27491,0.0
42919,3957,0.0
33204,29345,0.0
29774,31702,0.0
3466,25478,1.0
9196,31590,0.0
10221,21290,0.0
45045,27479,0.0
43292,25373,0.0
29100,17672,0.0
16976,7032,1.0
44460,10773,0.0
21402,2386,0.0
40866,29522,0.0
19087,5912,0.0
38095,24795,0.0
32125,4621,1.0
18996,461,0.0
38219,14359,0.0
23143,29657,0.0
3320,6653,0.0
11051,22842,0.0
19109,24555,0.0
7105,7199,0.0
31311,20838,0.0
14566,2233,0.0
28776,13885,0.0
9527,31812,0.0
27342,21690,1.0
10549,28408,0.0
43229,19768,0.0
44684,5779,0.0
38566,17805,0.0
41088,4064,0.0
23354,31702,0.0
39349,5076,0.0
40497,20131,0.0
33416,20150,0.0
33578,24623,0.0
36653,8004,1.0
1442,13605,0.0
26489,14777,0.0
28249,16934,0.0
34377,15389,0.0
29435,2446,0.0
16405,27618,0.0
46107,11637,0.0
43922,10675,0.0
35625,19267,1.0
15933,10131,0.0
33514,20209,0.0
42804,14606,1.0
6663,2684,0.0
42594,1782,0.0
4102,4935,0.0
37122,6176,1.0
9053,21240,0.0
26885,23707,0.0
36086,14916,0.0
13860,29657,1.0
6223,11188,0.0
43339,20518,0.0
27889,3985,1.0
39651,10160,0.0
40355,18630,0.0
11953,8895,0.0
7243,4832,0.0
23855,23050,0.0
17336,16493,0.0
41401,1841,0.0
13136,21404,0.0
2402,8300,0.0
11301,32349,0.0
1887,4603,0.0
39111,24756,0.0
3090,4400,0.0
10488,14760,0.0
25310,29225,0.0
25644,21350,0.0
2918,368,0.0
41104,12964,0.0
23449,13413,0.0
37414,7194,0.0
24579,10961,0.0
5566,11180,0.0
18952,30918,0.0
664,23050,0.0
29651,10920,0.0
15299,10648,0.0
21344,10376,0.0
24615,26195,0.0
23310,8734,0.0
12613,18630,0.0
45349,26468,0.0
28160,19441,0.0
10386,17167,0.0
28118,31073,0.0
26398,31520,0.0
14897,5962,0.0
43802,1831,0.0
5382,27522,0.0
35403,637,0.0
17010,23079,0.0
39774,13825,0.0
141,12439,0.0
15585,24097,0.0
8699,19971,0.0
10640,8455,0.0
14611,20993,0.0
37334,6767,0.0
13761,1970,0.0
40956,32206,0.0
23701,91,0.0
6338,6890,0.0
31192,19267,1.0
43497,2321,0.0
10289,24921,0.0
35938,14846,0.0
6131,6923,1.0
10684,3446,0.0
20838,5364,0.0
9205,2594,0.0
45184,7318,1.0
12931,23050,0.0
27895,23360,0.0
14541,22688,1.0
8013,7379,1.0
29312,3039,0.0
43944,29728,0.0
17568,18954,0.0
44663,18630,0.0
40107,25639,0.0
42573,15005,0.0
8453,12827,0.0
25799,28140,0.0
22142,26170,0.0
42353,31073,1.0
12006,26612,1.0
793,4027,0.0
22015,875,0.0
33181,637,0.0
16535,10946,0.0
25947,28337,0.0
353,12192,0.0
30223,637,0.0
20999,27273,1.0
18233,32204,0.0
13557,18625,0.0
15326,19267,1.0
35199,14336,1.0
8200,29342,0.0
13300,24274,1.0
43518,1557,0.0
35898,32403,0.0
1534,7976,0.0
27709,3957,0.0
28921,31392,0.0
13034,25950,0.0
38998,24685,0.0
29349,23004,0.0
10715,27258,0.0
35728,17419,0.0
26418,25557,0.0
36897,16352,0.0
4911,1732,0.0
43638,15700,0.0
21163,31812,1.0
38687,29617,1.0
26374,24716,0.0
1498,27413,0.0
39509,16972,0.0
4513,18006,0.0
29205,13574,0.0
42090,19267,1.0
9436,18350,0.0
22408,1970,0.0
40844,21154,0.0
35714,27432,0.0
45821,24111,0.0
16891,10409,0.0
35406,12885,0.0
926,2264,0.0
22320,24991,0.0
29772,20998,0.0
19418,18290,0.0
31635,30457,0.0
16426,13392,1.0
22456,21690,0.0
38121,6997,0.0
12235,10229,0.0
6781,8917,0.0
18722,18630,0.0
37590,12364,0.0
9974,18478,1.0
43094,23382,0.0
39004,31877,0.0
45353,6764,0.0
22879,4823,0.0
16171,27968,1.0
36593,1782,0.0
24357,22963,0.0
42783,22063,0.0
4297,14815,1.0
2049,27129,0.0
7543,7894,0.0
41269,7451,0.0
40911,4383,0.0
25465,25880,0.0
37124,4509,1.0
24798,29660,0.0
23019,3033,0.0
33602,4997,1.0
30933,20968,0.0
32233,20630,0.0
34894,30776,0.0
26960,23395,0.0
36169,18954,0.0
40774,11088,1.0
35388,29657,0.0
34692,32737,0.0
33838,29657,0.0
2813,23050,0.0
23918,19043,0.0
18670,8243,0.0
37507,16972,1.0
44870,5349,0.0
39120,7487,1.0
390,13936,0.0
28874,20117,0.0
7949,27790,0.0
9576,31893,0.0
29306,11048,0.0
7743,9438,0.0
27747,19976,1.0
13160,14424,0.0
31856,23590,0.0
18646,31179,0.0
11586,18451,0.0
27685,2554,1.0
31538,19043,0.0
7678,27108,0.0
21315,352,0.0
40949,20233,1.0
12026,6261,0.0
6430,18829,0.0
28013,24954,0.0
43424,4494,0.0
21873,23257,0.0
37125,12499,0.0
42923,40,0.0
34272,10176,0.0
12337,3168,0.0
44978,18630,0.0
3153,24197,1.0
23349,31567,0.0
24589,14645,0.0
5659,24716,0.0
1762,10561,0.0
19220,19777,0.0
34503,18610,0.0
32643,24716,0.0
32344,6261,0.0
3195,30511,0.0
19902,18655,0.0
3604,11585,0.0
13673,5228,0.0
5126,5042,0.0
36426,26503,1.0
225,20131,0.0
25159,7032,1.0
35435,29116,0.0
37103,28140,0.0
26626,1061,0.0
3950,20132,0.0
6447,425,0.0
18120,3879,0.0
4973,22182,0.0
23474,27108,0.0
11958,4603,0.0
605,27889,0.0
33081,14846,0.0
38558,20266,0.0
10218,28400,1.0
26435,11856,0.0
33781,14848,0.0
46124,7794,0.0
9659,11199,1.0
12717,9904,0.0
11146,9831,0.0
26875,1322,0.0
10932,25557,0.0
36332,25950,0.0
26999,28289,0.0
22201,29700,0.0
1677,1633,1.0
8274,9206,0.0
34650,2861,0.0
30228,31174,1.0
29354,15445,0.0
33228,31396,1.0
18270,8385,0.0
41580,30511,0.0
10650,9652,0.0
2515,3997,0.0
590,8772,1.0
18679,26645,0.0
11386,466,0.0
21238,16666,0.0
14269,979,0.0
39318,29657,0.0
37083,26387,1.0
43784,11251,0.0
38746,15357,0.0
21346,5260,1.0
29713,1633,1.0
857,29641,0.0
32775,23148,0.0
43294,2853,0.0
38090,13579,1.0
6119,22468,0.0
45469,5371,0.0
9495,5014,0.0
30716,3594,1.0
3122,22957,0.0
30638,3033,0.0
28114,30570,0.0
31089,32737,1.0
37413,4063,0.0
13722,17269,0.0
39767,13664,0.0
41130,29342,0.0
3203,19381,0.0
26878,26288,0.0
20137,31979,0.0
44586,15954,0.0
26989,27701,1.0
21972,11276,0.0
18785,23582,0.0
14391,12251,0.0
28919,20343,0.0
19811,27790,0.0
44070,23648,0.0
1635,12423,0.0
1167,18843,0.0
2166,10997,0.0
16861,23050,0.0
11979,29657,1.0
24967,2264,0.0
13238,2109,0.0
39490,20792,0.0
177,28260,0.0
38725,27432,1.0
13861,32015,0.0
36471,6876,0.0
21808,23708,0.0
30583,12733,0.0
1388,1981,0.0
12950,32561,0.0
5640,12082,0.0
19934,8403,0.0
37468,13471,0.0
14783,29058,0.0
19526,5468,0.0
23984,18350,0.0
33514,21709,0.0
11238,30781,0.0
14697,2807,0.0
7385,29004,0.0
24356,1970,1.0
13685,20769,0.0
25795,6876,0.0
23048,4325,0.0
11761,31809,0.0
40253,5540,0.0
38478,29522,0.0
12206,27968,0.0
19524,26273,0.0
31367,17785,0.0
34126,31812,1.0
11308,14304,0.0
40199,21247,0.0
8242,4027,1.0
41564,29657,0.0
30689,26896,1.0
16348,3027,0.0
26743,10091,0.0
10224,16002,0.0
4102,26332,0.0
42623,30362,1.0
8750,25993,0.0
11221,17814,0.0
2216,23869,0.0
20859,21240,0.0
13117,30044,1.0
10538,4402,0.0
29566,25254,0.0
35286,2817,1.0
11179,15445,0.0
33055,5419,0.0
10232,30852,0.0
40765,20478,0.0
11598,14923,0.0
38154,26559,0.0
18377,29233,1.0
39220,29373,0.0
30959,22722,0.0
33555,10341,1.0
6903,6350,1.0
2274,17167,0.0
36516,6605,0.0
9058,17089,0.0
38577,29342,0.0
33441,32241,0.0
24800,28156,0.0
29210,16716,0.0
45905,31764,0.0
6795,29301,0.0
16682,4027,0.0
8877,24388,1.0
16501,14714,0.0
45243,17645,0.0
13422,28845,1.0
4716,27300,0.0
25379,14815,1.0
15003,9550,1.0
8745,6760,0.0
32944,29657,0.0
7047,13574,0.0
29470,28503,0.0
22376,1970,1.0
25884,8705,0.0
19803,30981,0.0
9364,25646,0.0
40958,22374,1.0
2879,1756,1.0
13386,32651,1.0
36572,31244,0.0
24925,17601,0.0
28999,13936,0.0
9008,29657,0.0
27513,8302,0.0
32567,3687,0.0
40139,25907,0.0
31054,15605,0.0
37553,26107,1.0
21314,8304,0.0
34152,25686,1.0
26253,20164,0.0
8869,13187,0.0
45470,12063,0.0
4857,6890,1.0
23836,1942,0.0
19481,22336,0.0
32844,23447,1.0
28107,14846,0.0
36254,10257,0.0
2613,2692,0.0
2440,21088,0.0
35608,10640,0.0
34024,29336,0.0
21273,14016,0.0
26308,10849,0.0
22052,31619,0.0
25995,2755,1.0
46102,16299,0.0
26085,27179,0.0
29857,4091,0.0
44066,20436,1.0
4973,25733,0.0
11337,14687,0.0
22889,21373,0.0
41165,6233,0.0
18944,1970,0.0
24559,18630,0.0
13997,19353,0.0
25020,12528,0.0
40096,6300,1.0
21097,6494,1.0
14559,15483,0.0
44209,11983,0.0
40391,16657,0.0
23903,15368,0.0
36889,30511,0.0
3829,20965,1.0
7859,4325,0.0
24128,1970,0.0
11014,22194,0.0
35621,11928,0.0
4753,22319,0.0
16712,2509,0.0
12460,9102,0.0
11436,20769,0.0
12545,21953,0.0
22079,1841,0.0
5815,12528,0.0
5020,12528,0.0
11590,2346,0.0
33669,23050,0.0
36132,12904,1.0
40021,29161,1.0
42791,26082,0.0
37764,20594,0.0
9463,27968,0.0
36211,4026,1.0
29391,10756,0.0
10087,11251,0.0
19842,31850,1.0
33795,16820,0.0
18677,2627,0.0
34643,19262,0.0
28562,23582,0.0
30194,6590,0.0
38768,22978,0.0
19087,30138,1.0
32487,13178,1.0
44695,14005,0.0
14019,8511,0.0
31477,16673,0.0
20728,30173,0.0
15837,20628,0.0
18581,16481,0.0
17467,20792,0.0
33168,19586,0.0
37431,750,0.0
256,27263,0.0
10701,2428,0.0
4518,24763,0.0
20124,30538,0.0
18611,22156,0.0
8709,3656,0.0
6874,25422,0.0
10406,3533,0.0
35729,17205,0.0
13872,22587,1.0
41345,22362,0.0
38843,7470,1.0
12312,10286,0.0
24978,14815,0.0
42208,29280,0.0
28567,27734,0.0
42625,14028,0.0
8170,19976,0.0
4941,9262,0.0
7892,30109,0.0
16860,21450,0.0
3276,18953,1.0
3937,8526,0.0
2342,24340,0.0
15802,27891,0.0
40781,32335,1.0
17858,30511,1.0
6164,10703,1.0
2068,12033,0.0
12909,13469,0.0
14271,1970,0.0
35927,1340,0.0
45215,18630,0.0
18533,19045,1.0
21318,27987,0.0
17754,12237,0.0
30483,12101,0.0
39594,17269,0.0
17096,2761,0.0
37555,28715,0.0
11944,23977,0.0
21816,14815,1.0
21886,28522,0.0
8801,1781,0.0
7700,6191,0.0
3277,29657,0.0
10577,2973,0.0
40603,21372,0.0
6503,7627,0.0
39640,22959,0.0
30772,17167,0.0
10841,9143,0.0
8168,1970,0.0
24919,29342,0.0
38281,30437,0.0
32843,31073,0.0
45577,29657,0.0
45520,21713,0.0
28606,13582,0.0
33564,2321,0.0
28648,18954,0.0
25732,11307,0.0
39940,16820,1.0
10490,28536,1.0
4540,31073,0.0
28414,19043,0.0
3985,18630,0.0
26626,5350,1.0
22753,11088,1.0
28567,1234,1.0
44839,18076,0.0
42766,10299,0.0
5657,17484,1.0
39878,21011,1.0
26404,13027,0.0
45617,3560,1.0
9771,25686,1.0
599,3339,0.0
42905,30712,0.0
8999,13688,0.0
6321,29603,0.0
28400,28361,1.0
35305,9773,0.0
22139,2446,0.0
18548,20138,0.0
27273,18630,0.0
24620,13027,0.0
45180,24539,1.0
21080,24165,0.0
18462,2045,1.0
32912,23726,0.0
17770,1970,0.0
17007,23616,0.0
12176,22222,1.0
21397,7997,0.0
23155,9429,0.0
45678,10221,0.0
43245,24369,0.0
23744,25422,0.0
23090,1970,0.0
16547,10674,0.0
22183,21410,0.0
42079,11869,0.0
15600,17419,0.0
11791,6112,1.0
44411,22252,0.0
44316,18999,1.0
35005,20028,0.0
26531,15382,1.0
12803,32737,0.0
31179,1970,0.0
12384,15400,0.0
9240,2761,0.0
31675,24389,0.0
1979,10826,0.0
