userID,itemID,prediction
2965,17968,1.0
32250,18306,0.0
23857,26841,0.0
24349,22963,3.0
20799,395,0.0
24130,14351,0.0
8599,30829,0.0
3253,18350,0.0
42919,3957,0.0
25683,28753,0.0
12484,5349,1.0
41661,29657,0.0
6581,10060,0.0
30948,32349,0.0
15875,14253,0.0
10481,13636,0.0
748,6966,0.0
13709,24190,0.0
33708,29657,4.0
18506,9776,0.0
13466,23280,0.0
39917,16319,0.0
8603,31294,0.0
32595,26660,4.0
14919,13482,0.0
22631,28549,0.0
40126,10703,2.0
8428,461,2.0
42506,16442,0.0
6683,2424,1.0
36479,20131,0.0
7532,1802,0.0
31480,16882,0.0
7449,875,0.0
28821,26196,2.0
21161,21776,0.0
16549,27263,0.0
9664,29115,0.0
43649,11258,0.0
5501,11158,0.0
33119,29115,0.0
22871,31079,0.0
12094,4844,3.0
10593,30107,0.0
300,29657,0.0
43316,19382,0.0
27306,32349,0.0
38865,1322,0.0
44349,8532,0.0
169,20672,0.0
42639,4595,0.0
15105,4550,4.0
45653,10936,0.0
42328,32329,3.0
8299,10894,0.0
20728,14143,0.0
7753,16103,0.0
2481,24264,2.0
80,30712,0.0
41554,3167,0.0
34365,1024,0.0
11626,22963,0.0
17849,19216,0.0
3416,28044,0.0
5829,11020,0.0
13866,5464,2.0
32022,11897,0.0
42523,28815,0.0
38220,31101,0.0
2063,16110,0.0
9967,4325,0.0
23857,9814,0.0
25681,4091,3.0
35110,26660,0.0
8697,10912,0.0
29823,8888,1.0
36042,5175,0.0
22119,15667,0.0
11115,31400,0.0
40146,28877,0.0
42368,14291,0.0
45096,10825,0.0
33604,29928,0.0
30438,18630,0.0
22794,21302,1.0
9102,24585,0.0
4918,11630,0.0
26031,28140,0.0
9139,5938,0.0
42464,24763,0.0
35998,4832,0.0
23169,7801,4.0
21878,28573,0.0
21826,7663,0.0
24486,2446,0.0
15180,32633,0.0
44959,4660,1.0
32067,8719,0.0
22171,18630,3.0
8333,24823,0.0
32741,4421,0.0
16370,26152,0.0
18574,21070,0.0
39578,28079,0.0
8237,1732,3.0
11953,34,0.0
11905,31885,0.0
14555,750,0.0
36175,15138,0.0
29850,23954,0.0
34580,18771,0.0
39186,10440,0.0
8764,22498,0.0
35843,10174,0.0
1123,20945,0.0
1733,23778,0.0
39964,13305,0.0
42475,26747,0.0
4985,32659,0.0
29019,29783,0.0
30617,19229,0.0
11260,18652,0.0
43169,10063,0.0
3687,24795,0.0
32652,29660,0.0
11189,12095,3.0
40686,18214,0.0
9110,29933,0.0
16583,3297,0.0
35807,11878,1.0
27996,23582,1.0
14955,16162,2.0
44214,14291,3.0
4962,17462,0.0
344,13791,0.0
33241,11188,0.0
16447,10911,0.0
22489,4266,0.0
21892,18413,0.0
31047,1706,4.0
16037,17031,4.0
6874,28123,0.0
43472,15423,0.0
44772,4935,4.0
1159,17037,0.0
43989,28139,0.0
240,12663,0.0
44365,22963,3.0
36750,8705,0.0
35683,24051,0.0
21882,30362,0.0
45550,16177,0.0
19318,8810,0.0
39935,31391,0.0
45946,13400,0.0
3356,2321,2.0
18377,22987,1.0
36698,6923,0.0
36057,17419,0.0
34738,29657,0.0
169,29497,0.0
10612,6366,0.0
15837,20181,0.0
5421,5348,0.0
44787,20515,0.0
40967,10507,0.0
27019,14291,0.0
5295,27944,0.0
29976,16967,0.0
770,9215,0.0
7252,24939,0.0
36673,25663,0.0
24115,26379,0.0
17997,2045,3.0
24666,15618,0.0
2080,11415,0.0
38571,8716,0.0
38677,15885,0.0
26863,2761,0.0
45634,31977,0.0
11191,3039,0.0
15780,25167,3.0
25394,26916,0.0
29272,17269,0.0
8736,17645,0.0
35984,30188,0.0
18718,17167,0.0
38382,4879,4.0
37151,10057,0.0
18971,10997,0.0
2167,14784,3.0
41398,29657,3.0
42385,26195,0.0
22427,11349,0.0
9354,13459,0.0
16162,21350,0.0
33355,26346,0.0
9826,21671,0.0
21226,32349,0.0
5423,30987,0.0
22889,7948,0.0
13360,31679,0.0
8627,29534,0.0
13636,9797,0.0
41330,13951,2.0
28804,12752,2.0
35303,263,0.0
33687,13978,0.0
7940,3039,0.0
18943,6261,2.0
4411,11370,0.0
34767,5557,2.0
28332,17512,0.0
25594,29342,0.0
9621,3423,0.0
43019,32425,2.0
33520,25100,0.0
39843,6057,0.0
42678,6654,1.0
9847,19229,0.0
44487,219,0.0
40969,9730,0.0
14163,27179,0.0
12506,30445,0.0
35240,23050,0.0
28567,25152,0.0
30729,21223,0.0
1485,20748,0.0
4659,17419,0.0
45977,18101,1.0
15110,17645,4.0
14567,26381,0.0
5713,8895,0.0
27997,4705,1.0
13417,4456,0.0
26184,23050,0.0
4462,27243,0.0
45454,219,0.0
24410,15523,0.0
25186,502,0.0
29640,26545,0.0
5004,6478,0.0
7118,19976,0.0
26603,27709,0.0
38114,9492,0.0
31522,31587,0.0
3986,5209,3.0
26887,17771,0.0
6637,11454,0.0
23694,22474,0.0
37970,2495,0.0
261,10316,0.0
11913,7944,0.0
2665,25090,0.0
36483,31097,0.0
21809,2648,0.0
19356,2981,0.0
12262,12773,0.0
23161,32642,0.0
16320,24890,4.0
28230,1970,4.0
20758,20648,0.0
39256,24180,0.0
5345,11349,0.0
32220,28260,0.0
38393,8936,0.0
532,7644,0.0
42570,11203,0.0
3132,29522,0.0
14702,26559,0.0
17009,17293,0.0
15483,24763,0.0
5795,14303,0.0
16538,27929,0.0
34738,1831,0.0
2489,11340,3.0
14189,882,0.0
22137,29342,0.0
41900,27340,0.0
39968,12288,0.0
2411,16483,3.0
25567,20233,0.0
28850,17269,0.0
5172,2550,3.0
40608,4063,0.0
3145,16162,0.0
7534,28758,3.0
33435,8949,0.0
18670,12663,0.0
38305,20138,0.0
25923,31890,3.0
17852,24873,0.0
45206,31494,0.0
32530,29660,0.0
12689,27108,0.0
3027,8274,0.0
36881,30610,0.0
21594,23148,0.0
21664,13676,0.0
26543,31405,0.0
3397,5950,0.0
1651,18829,0.0
40867,29657,0.0
16648,17089,3.0
15483,19455,0.0
22500,30764,0.0
3501,7032,3.0
45815,4880,0.0
3822,10651,0.0
44770,17568,0.0
46102,16299,0.0
43980,22722,0.0
9515,7175,0.0
17471,31946,0.0
8566,295,0.0
29774,21156,0.0
30424,14495,1.0
13098,23582,0.0
24534,18630,0.0
26005,10133,2.0
12997,12186,2.0
17466,11522,0.0
40506,15125,0.0
5795,1782,0.0
39730,14784,2.0
10070,5349,0.0
3935,9262,1.0
39982,24668,0.0
31215,22351,2.0
9693,17968,0.0
45905,12499,0.0
20491,28630,0.0
27394,5076,2.0
38835,8779,0.0
39543,7968,0.0
11953,8895,0.0
8299,8896,0.0
16197,11251,0.0
3220,15612,0.0
7875,12872,0.0
18117,12470,0.0
26333,4533,0.0
24420,6766,0.0
39120,20317,4.0
42791,21264,0.0
42251,6271,0.0
21670,20131,0.0
2641,18630,0.0
26626,1061,0.0
10307,2916,4.0
408,10648,0.0
39442,17317,2.0
40239,28417,1.0
32626,24392,0.0
3312,17089,0.0
25939,27482,0.0
9806,20572,0.0
20458,10111,0.0
7223,10299,0.0
40435,17983,0.0
32394,21589,1.0
10108,1932,0.0
39508,2517,0.0
43833,32305,0.0
12341,24535,0.0
41613,17968,4.0
7620,8612,0.0
40100,29165,0.0
31437,19932,0.0
38181,12626,0.0
22789,4135,0.0
18869,2113,3.0
38459,11309,0.0
34738,23112,0.0
1535,23050,0.0
9696,26381,0.0
27888,7602,0.0
38546,26080,0.0
16530,22341,4.0
29355,24051,0.0
18544,20058,0.0
6291,23337,0.0
5224,1704,0.0
30252,19353,0.0
949,13211,0.0
10007,20659,0.0
4090,8779,0.0
24720,20656,0.0
5511,27687,0.0
39625,29225,0.0
26016,27179,0.0
21573,20142,0.0
3817,25978,0.0
12658,17458,0.0
6708,6966,0.0
36916,17651,0.0
2873,28708,0.0
41439,13059,0.0
25819,9221,0.0
13586,4093,0.0
35891,2958,1.0
44300,21369,0.0
7264,22088,0.0
19835,13027,0.0
17849,1916,0.0
32172,19768,0.0
38355,22801,0.0
41228,29657,0.0
33613,25167,0.0
3638,6590,0.0
27632,24157,0.0
36173,22963,2.0
1234,12528,0.0
41641,29657,0.0
20378,16059,0.0
35539,6325,1.0
26768,29121,0.0
9611,29657,0.0
26990,17453,0.0
10386,6271,0.0
29182,21766,0.0
33782,31683,0.0
2581,18954,0.0
35502,6261,0.0
14327,15988,2.0
28810,20131,0.0
10356,11251,0.0
45929,18350,0.0
34932,10236,0.0
31763,6890,3.0
27179,20750,3.0
31156,4136,0.0
19403,9649,0.0
45667,5137,0.0
40554,23778,0.0
43977,31079,0.0
31237,25816,0.0
39771,13459,0.0
17729,20150,0.0
29685,12528,0.0
7957,19976,4.0
23996,12894,0.0
23270,8705,0.0
15919,15258,4.0
11550,26494,0.0
26193,19267,0.0
40858,12689,0.0
19980,16582,0.0
30459,26381,3.0
20387,11928,0.0
27226,20279,0.0
33468,25308,0.0
28355,31026,0.0
44910,26645,0.0
14566,2233,0.0
14121,19913,4.0
25617,11155,0.0
18057,24369,0.0
45336,8502,0.0
3827,10875,0.0
37233,21690,0.0
42072,8889,0.0
12938,23534,0.0
17095,23914,0.0
11403,8841,1.0
26673,7239,0.0
45943,3965,0.0
17071,19768,0.0
30242,9525,0.0
22830,21690,0.0
44302,19932,0.0
28664,12271,0.0
4674,24299,0.0
15742,19043,0.0
21783,16609,0.0
37949,13171,0.0
24888,10646,3.0
8523,11188,0.0
22583,4913,0.0
24996,19267,0.0
26728,20000,0.0
39553,18954,0.0
24156,32146,0.0
41917,22351,0.0
15979,8424,0.0
29764,23948,0.0
39588,5986,0.0
10798,6570,0.0
37055,23337,0.0
60,22701,0.0
44683,2627,2.0
24540,11434,0.0
40880,24815,0.0
13722,29370,0.0
14932,29828,0.0
10640,13528,0.0
16315,18038,0.0
18359,19441,2.0
43925,8532,0.0
42026,29856,0.0
1287,23703,0.0
19341,5981,0.0
6476,29997,0.0
11784,30671,3.0
34669,5801,0.0
45414,607,0.0
14065,26172,0.0
11189,2290,0.0
23256,12911,0.0
16456,21146,0.0
18736,9377,0.0
17820,25993,0.0
11253,13236,0.0
13723,25648,0.0
27981,8023,0.0
40377,7913,0.0
28999,17036,0.0
4786,27146,0.0
23095,19004,0.0
33742,20074,4.0
37366,31760,0.0
37862,40,0.0
28619,29804,0.0
39169,18846,0.0
35453,6348,0.0
43804,32007,0.0
5218,2929,1.0
23216,5423,0.0
9203,32460,2.0
34509,9198,0.0
18655,2627,0.0
3948,24299,0.0
35454,8177,0.0
5029,2891,0.0
14418,2321,0.0
35902,20092,0.0
27565,4532,1.0
9124,30301,0.0
44123,17089,0.0
18701,11894,4.0
42307,16949,1.0
37186,29657,0.0
37326,29151,0.0
20967,23582,0.0
26275,32592,1.0
10292,16362,0.0
22763,9238,0.0
42465,20131,3.0
5073,25577,0.0
25219,31849,0.0
37934,15612,0.0
14162,15491,0.0
1898,30772,0.0
26711,20146,0.0
34282,5349,0.0
5896,1895,0.0
7297,20694,0.0
22559,20146,0.0
27895,14139,0.0
22668,7894,0.0
44119,11155,0.0
10641,26660,0.0
8692,19166,0.0
44439,11203,0.0
32369,23053,3.0
27793,26518,0.0
45752,15618,2.0
31538,11434,3.0
38075,21146,0.0
40135,3685,0.0
26947,10800,0.0
43528,20791,0.0
25600,20552,0.0
3176,637,2.0
26347,19971,0.0
37004,19382,3.0
38934,20209,0.0
46048,25129,3.0
24595,25624,4.0
20201,23992,0.0
32640,7979,1.0
4277,5891,0.0
23461,22887,0.0
11438,5311,0.0
43831,10320,0.0
232,6923,0.0
14534,7120,0.0
44839,22454,0.0
16998,21421,1.0
4743,8615,0.0
3068,554,0.0
31833,27181,0.0
2290,9185,0.0
34321,11014,0.0
36524,9729,0.0
2174,5654,0.0
41878,27989,0.0
24200,29522,0.0
8314,28827,0.0
18691,10912,3.0
13479,20594,0.0
9619,5237,0.0
18590,8779,0.0
25954,20131,0.0
28483,10340,0.0
25448,2387,0.0
31087,9704,0.0
27519,18954,0.0
36059,21305,0.0
33697,17699,0.0
42676,13967,0.0
31708,14815,1.0
23694,395,0.0
38862,21286,2.0
17940,20388,0.0
11562,13574,0.0
44267,30271,0.0
27492,2627,0.0
6375,23977,0.0
36350,24107,0.0
14925,26503,0.0
29628,18846,0.0
11900,8124,0.0
17041,18822,4.0
42079,3845,0.0
28118,31073,0.0
44941,18871,3.0
27496,17026,0.0
34763,15388,0.0
9737,12034,0.0
974,29534,0.0
29067,19390,0.0
35992,29657,0.0
33589,30549,4.0
21719,1042,0.0
20064,1970,0.0
16062,24815,0.0
2494,26784,2.0
9229,21690,0.0
14803,6112,4.0
25584,16928,0.0
45737,8935,0.0
46082,17497,0.0
7314,26940,0.0
36759,30292,0.0
32805,9798,0.0
38555,21690,0.0
21735,26944,0.0
19595,9198,0.0
18515,5654,0.0
8452,18630,3.0
1287,24190,1.0
10707,5349,0.0
40609,27334,0.0
41236,24716,4.0
38829,5349,0.0
35269,28515,4.0
20745,13270,0.0
46074,25289,0.0
21174,4312,1.0
7242,31985,0.0
19045,21006,1.0
38145,20105,0.0
6095,2299,0.0
24102,26503,0.0
21868,28875,0.0
32124,10042,0.0
7740,8936,0.0
26006,11251,0.0
38007,31022,0.0
169,24716,2.0
21324,32609,0.0
26507,2891,0.0
44593,7997,0.0
31180,26028,0.0
15781,23148,0.0
4101,12494,0.0
2409,31850,2.0
32460,1629,0.0
10463,7318,0.0
44080,7021,0.0
6533,28137,0.0
8834,28573,0.0
17637,18846,0.0
6771,4595,0.0
16034,3533,4.0
11086,25167,0.0
25835,31428,0.0
9564,12989,0.0
3672,26387,0.0
32012,2807,0.0
22979,32148,0.0
6175,19192,0.0
26307,12535,0.0
10975,30749,0.0
36534,16943,0.0
10834,24763,0.0
13153,4026,0.0
14076,19267,0.0
13316,27068,0.0
26971,26660,0.0
43039,28744,0.0
11488,29657,0.0
20701,15092,0.0
22243,13027,0.0
30012,29657,0.0
3918,18733,0.0
11351,8563,4.0
43612,13951,0.0
30100,4862,1.0
11933,16059,0.0
43809,28664,3.0
43925,24638,0.0
38131,17859,0.0
20333,4418,0.0
31402,12748,0.0
11488,1782,0.0
21001,1252,0.0
38243,20816,0.0
44723,13392,4.0
39651,32332,0.0
37336,27263,0.0
3033,31100,0.0
17956,18630,0.0
32648,20106,2.0
12765,16732,0.0
11132,29641,0.0
39797,21690,0.0
43721,18630,0.0
27319,12520,0.0
20067,29657,2.0
508,25722,0.0
21977,14623,0.0
25240,24192,4.0
42926,29660,0.0
3381,32305,0.0
28888,23050,0.0
40936,20142,0.0
32521,4136,4.0
11971,2491,0.0
23863,21782,0.0
20655,4702,0.0
29772,3985,0.0
32179,21343,0.0
28256,16059,0.0
38965,6229,0.0
38824,19043,0.0
3925,3845,0.0
5324,8356,1.0
1979,18150,0.0
20639,26891,0.0
45071,11251,0.0
29998,11689,0.0
29772,22319,0.0
39262,32362,0.0
6931,31391,0.0
13242,14546,0.0
14827,6462,1.0
43723,2517,2.0
27180,31382,0.0
14997,1239,0.0
702,4251,0.0
45526,21070,0.0
38022,7083,0.0
9072,30985,4.0
40253,2446,0.0
19220,28859,4.0
39595,23669,0.0
16848,16483,0.0
41327,23050,0.0
24560,19378,3.0
12753,22543,0.0
32216,15376,0.0
9614,14156,0.0
11943,23175,0.0
36262,20628,0.0
17139,24815,3.0
2521,21036,0.0
21449,30507,0.0
27857,31265,0.0
39809,29660,0.0
33010,12345,0.0
44051,14424,0.0
39017,10675,0.0
24180,16799,0.0
38691,20412,0.0
32024,17785,1.0
42623,26832,0.0
23976,23780,0.0
16741,17965,0.0
39287,7387,0.0
23909,26288,0.0
8164,6169,4.0
10536,18630,0.0
6688,24873,0.0
1583,10008,0.0
10592,22477,0.0
13778,20506,0.0
16219,637,0.0
28888,29657,0.0
32582,4665,3.0
32641,7298,0.0
13179,14833,0.0
20006,18385,0.0
26426,2929,1.0
4522,15368,0.0
42382,16483,0.0
15431,13459,0.0
9130,26305,1.0
15597,15955,0.0
22104,4400,0.0
17691,1970,0.0
22088,3389,0.0
39459,25079,0.0
44130,19649,0.0
22406,26381,0.0
1355,2517,0.0
39287,16571,0.0
33579,3997,0.0
19525,23050,0.0
45970,15667,0.0
18104,9295,0.0
11189,13810,3.0
42572,25734,0.0
13678,31503,0.0
3097,22987,0.0
3975,6391,0.0
45969,8080,0.0
27952,24236,0.0
2583,15491,3.0
28828,4136,0.0
40982,4402,0.0
21459,30725,0.0
22130,11251,0.0
42066,17031,0.0
15401,19390,0.0
11809,10258,0.0
41536,30268,0.0
24957,19725,0.0
40276,8615,2.0
8219,23280,0.0
40416,17089,0.0
20233,9271,0.0
13327,12774,0.0
22155,7612,0.0
20222,31193,0.0
6929,12663,0.0
42582,25859,0.0
37058,5981,2.0
79,3913,0.0
11048,19870,0.0
31398,20562,0.0
17592,4832,0.0
21005,30448,0.0
26584,31769,0.0
10933,25115,0.0
17536,9206,0.0
38920,5453,0.0
42208,27683,1.0
41078,3477,0.0
30736,22963,1.0
43306,29225,0.0
6102,20131,0.0
26097,25152,1.0
14252,25057,0.0
16746,24389,0.0
17448,23472,1.0
12802,20336,0.0
30243,26271,1.0
3884,32737,1.0
31913,26545,0.0
19028,692,3.0
42906,352,0.0
35921,2113,4.0
12017,18006,0.0
39012,376,4.0
14943,30331,0.0
368,32204,0.0
19704,31702,0.0
39286,2321,3.0
31544,9963,0.0
15029,15053,0.0
43531,1970,0.0
40461,15007,0.0
9979,17175,2.0
42440,12974,0.0
40933,4251,0.0
31708,23050,0.0
9296,11125,0.0
37224,1397,0.0
11070,29433,0.0
19388,10440,2.0
44134,18833,0.0
25514,29657,0.0
19160,2636,0.0
43798,19043,0.0
30071,17497,0.0
8238,23582,1.0
40579,29225,0.0
34669,31079,0.0
40024,29345,1.0
11540,15299,2.0
6967,2517,2.0
3802,17850,0.0
12105,28537,0.0
41248,4251,0.0
45091,1105,0.0
24599,16301,0.0
36013,25663,0.0
43,19420,0.0
29700,29657,0.0
7824,26010,2.0
11922,1970,0.0
45784,29657,0.0
42597,17645,0.0
5882,29657,0.0
38057,3163,0.0
19451,10328,0.0
44154,10946,0.0
463,28785,4.0
4100,6169,0.0
5354,3918,1.0
22171,20929,0.0
16344,24405,0.0
34637,26227,0.0
13205,1724,1.0
4889,8949,0.0
29133,21223,0.0
13837,30578,0.0
16497,29660,0.0
10202,21771,2.0
13114,24192,0.0
15892,11898,0.0
1920,13305,0.0
13600,10203,0.0
19694,8701,1.0
24928,25706,2.0
35391,9799,0.0
30011,10703,1.0
21097,28378,0.0
18086,27185,0.0
21369,23148,0.0
29230,23822,0.0
23125,11710,0.0
45177,23050,0.0
9912,2517,0.0
34211,27660,0.0
9318,25167,0.0
7698,9215,0.0
7252,18625,0.0
7099,17026,0.0
91,550,0.0
5203,12430,0.0
13720,2787,0.0
8980,12528,1.0
926,637,0.0
37430,28237,4.0
14470,23187,4.0
12429,18827,0.0
24115,20058,0.0
11906,24953,0.0
22547,21798,0.0
9964,2550,1.0
37581,17167,0.0
35955,3268,0.0
30813,12603,0.0
43642,13791,0.0
36299,24395,0.0
20668,9937,0.0
20650,12354,0.0
33837,28140,3.0
18925,15492,0.0
3599,14503,0.0
41422,28678,0.0
43979,30136,0.0
36718,30133,0.0
25062,395,0.0
34360,15445,0.0
34410,25597,0.0
42111,10961,3.0
2017,16344,0.0
24836,13967,0.0
22634,3678,0.0
26462,20630,0.0
22226,14815,0.0
11757,2233,0.0
4679,11032,0.0
5171,23148,0.0
29248,17089,0.0
26773,17656,0.0
12698,17497,2.0
25722,7146,0.0
41923,2811,0.0
496,20131,0.0
4924,30781,0.0
29344,23956,0.0
4284,11710,0.0
43658,29203,0.0
3648,11454,1.0
30951,27932,1.0
29481,27889,0.0
40484,13612,0.0
5057,2601,0.0
18,9352,0.0
37947,31812,0.0
10773,12817,0.0
16169,11922,0.0
32108,23525,0.0
32771,2787,0.0
17964,25702,0.0
15165,13413,0.0
38871,3997,0.0
12158,16882,0.0
32659,13027,0.0
16579,25663,0.0
24566,18047,0.0
31820,14853,0.0
20050,14152,0.0
45884,30486,0.0
15694,26381,0.0
3525,15445,4.0
16716,26503,0.0
11118,21387,1.0
31814,11628,0.0
32767,26851,4.0
11848,4228,0.0
27272,1970,2.0
20668,2418,0.0
21683,21372,0.0
1208,17785,1.0
38912,11199,0.0
7984,6759,0.0
23059,20907,0.0
34664,26503,0.0
35277,16723,0.0
20461,23134,0.0
6242,25967,0.0
25714,11578,0.0
45688,27129,0.0
38011,12528,1.0
36412,13054,3.0
45440,24466,0.0
15786,7997,0.0
20104,25019,0.0
28450,27898,0.0
23180,9135,0.0
734,11674,0.0
45667,32262,0.0
18148,11847,0.0
16077,16294,0.0
38231,19976,0.0
15261,16886,0.0
24396,30712,0.0
43245,24369,0.0
8156,20630,0.0
8521,16071,0.0
18237,12811,0.0
16678,27889,0.0
35192,30484,0.0
36159,5349,0.0
1142,20462,0.0
6744,30841,0.0
28409,23334,3.0
40330,29660,0.0
18292,22542,0.0
12132,16059,0.0
37261,5708,0.0
20164,23478,2.0
9468,27866,4.0
34157,20776,0.0
37444,352,0.0
4675,7311,4.0
25435,17419,0.0
23989,2787,0.0
27756,17247,0.0
10605,23621,0.0
15194,26972,0.0
41490,11434,0.0
42617,2663,0.0
10983,12581,0.0
17556,20131,0.0
5547,13968,0.0
41059,20106,0.0
26484,4325,0.0
23980,4421,0.0
21332,2981,0.0
22667,18796,0.0
36317,23582,1.0
20323,6857,3.0
23301,20888,0.0
20038,10440,4.0
37396,22978,0.0
12924,25276,0.0
32664,26204,0.0
17456,5387,0.0
14635,31592,0.0
22836,25895,0.0
7360,5294,0.0
2506,14424,0.0
10983,13217,0.0
14611,27635,1.0
44656,20462,0.0
42272,26082,4.0
34053,29657,0.0
30664,24017,0.0
15870,29660,0.0
18769,14182,3.0
29749,20058,0.0
20017,10977,0.0
23709,29657,0.0
1769,13747,0.0
33127,21153,0.0
10916,18843,0.0
15539,23669,0.0
6739,16012,0.0
15235,13047,0.0
18221,10715,0.0
3557,18630,0.0
6075,6904,0.0
38177,26826,0.0
1771,24051,1.0
33282,2809,0.0
42766,10299,0.0
36845,31803,0.0
34935,27714,0.0
9586,2321,0.0
5020,12528,0.0
21766,24763,0.0
15448,20150,0.0
22716,23899,4.0
16966,6191,0.0
41536,6786,3.0
34395,8385,0.0
40908,7503,2.0
27940,30705,0.0
29201,27274,0.0
23102,5780,0.0
12006,16483,1.0
10717,20209,0.0
11385,3805,0.0
1309,3601,0.0
40480,11887,4.0
27472,10871,0.0
10669,3039,1.0
3389,28473,0.0
42152,31265,0.0
25669,32242,0.0
32196,31262,2.0
32650,26043,0.0
36586,29657,3.0
6278,27107,3.0
11645,15712,0.0
44408,7963,0.0
2927,22378,0.0
17521,24937,0.0
8281,6715,0.0
